shot,audit_cohort,primary_mode_cohort,source_data_root,audit_created_utc,n_raw_n1_modes,n_primary_modes,n_informative_modes,n_interior_crossings,fraction_abs_gt_2,median_abs_grid,n1_status,current_registry_scope,group_error,source_summary,notes,production_sorting_status
nstxuE205055A01t022,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,88,11,9,9,0.0,0.43540635808414496,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205055A01t027,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,62,3,1,2,0.0,0.7077641681929092,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205055A01t037,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,125,34,34,34,0.0,0.16069837819218669,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205057A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,44,16,14,14,0.0,0.7516740547318157,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205057A01t020,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,54,17,17,20,0.0,0.8779772237721972,NO_SYSTEMATIC_OFFSET_FOUND,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,NO_SYSTEMATIC_OFFSET_FOUND,checked_post_training
nstxuE205057A01t025,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,19,6,6,8,0.0,0.6988519319032466,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205057A01t030,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,83,18,18,31,0.0,0.6130952797759104,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205059A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,41,4,0,0,,,NO_USABLE_CORE_COMPARISON,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,No usable TAE-side comparison in 0.03<=r<0.75; not an alignment pass.,unchecked
nstxuE205059A01t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,91,37,30,30,0.0,0.5955671053110484,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205059A01t025,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,120,54,51,51,0.6862745098039216,2.166389879462971,REPEATED_MODEST_OFFSET,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,48 interior upper crossings are outward of the nearest logged radii by 1.45-3.44 intervals (35 beyond two); three lower crossings align. A smaller repeated pattern than the large G discrepancies; not yet an invalidity decision.,unchecked
nstxuE205059A01t030,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,54,16,15,15,0.0,1.1972478776445916,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205072A02t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,15,7,0,0,,,NO_USABLE_CORE_COMPARISON,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,No usable TAE-side comparison in 0.03<=r<0.75; not an alignment pass.,unchecked
nstxuE205072A02t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,20,5,2,2,0.0,0.12407678947802259,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205072A02t027,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,61,7,4,4,0.0,0.49132913583592175,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205072A02t034,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,25,12,12,13,0.0,0.5423492583512157,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuG121123B12,training,training_list_before_confirmed_exclusions,/p/hym/ebelova/NOVA/data_mixed,2026-09-10T20:33:56.892186+00:00,8,2,2,4,1.0,60.01993503222112,CONFIRMED_N1_EXCLUSION,1,,audits/n1_training_alignment_20260910/training_n1_summary.csv,"SPARSE_SUSPICIOUS: two N1 training modes; N2 also shows large discrepancies, so issue is not isolated to N1.",training
nstxuG121123J38,training,training_list_before_confirmed_exclusions,/p/hym/ebelova/NOVA/data_mixed,2026-09-10T20:33:56.892186+00:00,38,9,0,0,,,NO_INTERIOR_TRAINING_CROSSINGS,,,audits/n1_training_alignment_20260910/training_n1_summary.csv,NO_INTERIOR_TRAINING_CROSSINGS: nine matched modes; crowded outer crossings excluded from primary screen.,training
nstxuG121123K34,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,109,16,16,24,1.0,8.983130860514033,PRIORITY_REVIEW,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,PRIORITY_REVIEW: repeated interior N1 offsets; N2 also shows discrepancies.,checked_post_training
nstxuG121123K51,training,training_list_before_confirmed_exclusions,/p/hym/ebelova/NOVA/data_mixed,2026-09-10T20:33:56.892186+00:00,19,0,0,0,,,NO_N1_TRAINING_MODES,,,audits/n1_training_alignment_20260910/training_n1_summary.csv,NO_N1_TRAINING_MODES,training
nstxuG121123K70,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,14,11,0,0,,,EDGE_REVIEW,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,"EDGE_REVIEW: no interior N1 crossings; 8/11 outer crossings beyond two intervals, with no continuum repair changes.",checked_post_training
nstxuG121123N22,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,38,3,3,7,1.0,4.24004131877318,SPARSE_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Three informative modes. Several branch offsets and missing counterparts; 1827 has no nearby logged counterpart. Do not interpret its 45.9-interval distance as an identified resonance translation.,unchecked
nstxuG121123N75,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,45,12,1,1,1.0,8.60418609940854,SPARSE_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,One informative TAE-side N1 mode: 1836 has a sharp feature near logged r=0.39 versus datcon r=0.4330. N2 also has repeated disagreements (41/41 interior comparisons beyond two intervals).,unchecked
nstxuG121123N80,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,15,8,0,0,,,INCONCLUSIVE,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,INCONCLUSIVE: all eight TAE-side N1 modes lack exact-frequency log matches; plotted samples only.,checked_post_training
nstxuG121123Q62,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,157,20,18,28,0.8928571428571429,4.482895461023234,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment. Q62 training was already suspended for a separate issue.,suspended_training_q62
nstxuG121123R42,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,363,30,30,54,1.0,9.8094739470856,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,unchecked
nstxuG133964R06,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,60,16,16,58,0.46551724137931033,1.3053119502978245,CONFIRMED_WHOLE_SHOT_EXCLUSION,*,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,ALREADY_INVALID: whole shot remains excluded; measurements are diagnostic only.,invalid_input
nstxuG133964R48,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,79,2,2,6,0.3333333333333333,1.4572573414881433,BRANCH_AND_EAE_SIDE_REVIEW,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"TAE-side: only 2/6 crossings beyond two intervals, both in 1585 near a continuum extremum. Including EAE-side raw modes gives 27/32 beyond two (14 informative modes). Additional EAE-side plots supplied; do not dismiss using TAE-side routing alone.",unchecked
nstxuG133964S31,training,training_list_before_confirmed_exclusions,/p/hym/ebelova/NOVA/data_mixed,2026-09-10T20:33:56.892186+00:00,52,0,0,0,,,NO_N1_TRAINING_MODES,,,audits/n1_training_alignment_20260910/training_n1_summary.csv,NO_N1_TRAINING_MODES,training
nstxuG133964U27,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,21,4,2,4,0.25,1.1436876153083018,BRANCH_AND_EAE_SIDE_REVIEW,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"TAE-side: 1/4 crossings beyond two intervals, in 1693. Including an EAE-side mode gives 3/6. The EAE-side 2448 profile has structure near a logged radius missing from the datcon crossing set; branch correspondence needs review.",unchecked
nstxuG133964U37,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,44,4,4,10,0.6,4.4269548647604156,SPARSE_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Three modes near the lower-continuum maximum have inner offsets of -4.0 to -5.6 intervals and an outer lower crossing without a nearby log counterpart; upper crossings align. Four informative TAE-side modes in total.,unchecked
nstxuG142301B37,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,126,25,25,27,0.7407407407407407,3.1399348845769337,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,unchecked
nstxuG142301B85,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,93,10,10,21,1.0,7.6771458115355795,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,unchecked
nstxuG142301C50,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,,,,,,,CONFIRMED_N1_EXCLUSION,1,nstxuG142301C50/N1: input changed during the audit; rerun,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,INCONCLUSIVE: N1 inputs changed during both scans; existing user-approved exclusion remains.,checked_post_training
nstxuG142301D46,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,57,10,10,19,0.8421052631578947,4.863418894503435,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,input_issue
nstxuG142301E34,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,37,2,2,4,1.0,23.655395194051938,SPARSE_MISSING_COUNTERPARTS,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"Two informative modes: inner lower crossing pairs lack nearby logged counterparts; near-axis packets lie between the datcon crossings. The 14.6-32.1 interval distances are not identified shifts. Review complete branch correspondence, including outer upper crossings.",unchecked
nstxuG142301E55,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,16,5,5,6,0.6666666666666666,3.8140203011853724,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,unchecked
nstxuG142301E72,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,39,2,2,4,1.0,6.197529109820488,SPARSE_REVIEW,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,"SPARSE_REVIEW: two informative N1 modes, both suspicious.",checked_post_training
nstxuG142301E77,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,61,8,8,22,0.6363636363636364,2.7438837099391655,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,unchecked
nstxuG142301F62,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,68,10,10,10,1.0,4.47880521519367,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,unchecked
nstxuG142301F66,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,20,3,3,6,1.0,17.946627352710706,SPARSE_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Three modes: upper crossings displaced by 5.81-6.72 intervals; inner lower crossings have no nearby counterpart and must not be treated as identified 29-34 interval shifts.,unchecked
nstxuG142301F83,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,73,25,25,31,0.9354838709677419,4.109952718998278,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,unchecked
nstxuG142301H47,training,training_list_before_confirmed_exclusions,/p/hym/ebelova/NOVA/data_mixed,2026-09-10T20:33:56.892186+00:00,25,1,0,0,,,SPARSE_LOG_CONTINUUM_DISAGREEMENT,,,audits/n1_training_alignment_20260910/training_n1_summary.csv,SPARSE_LOG_CONTINUUM_DISAGREEMENT: one N1 training mode; zero logged singularities but one datcon crossing.,training
nstxuG142301H56,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,294,78,0,0,,,INCONCLUSIVE,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,INCONCLUSIVE: all 384 raw N1 matched log blocks have inconsistent declared/printed singularity counts; 78 TAE-side modes. Partial radii excluded.,checked_post_training
nstxuG142301K79,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,31,9,9,12,1.0,5.181188424141602,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,unchecked
nstxuG142301L89,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,46,7,7,10,1.0,5.4950223149329736,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,unchecked
nstxuG142301L94,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,31,2,2,2,1.0,8.34470192790182,SPARSE_REVIEW,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,"SPARSE_REVIEW: two informative N1 modes, both shifted by about eight intervals.",checked_post_training
nstxuG142301M21,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,99,1,0,0,,,MISSING_MATCHING_LOGS,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"97/99 raw N1 modes, including the only TAE-side N1 mode, lack exact-frequency records. All 242 N2 mode matches have incomplete log blocks. Need matching complete run logs; no reliable N1/N2 comparison.",input_issue
nstxuG142301M32,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,37,6,6,12,0.9166666666666666,3.5223102215820035,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,unchecked
nstxuG142301Q91,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,0,0,0,0,,,NO_N1_INPUTS,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,No raw N1 mode files; no alignment conclusion.,unchecked
nstxuG142301S39,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,0,0,0,0,,,NO_N1_INPUTS,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,No raw N1 mode files; no alignment conclusion.,unchecked
nstxuG142301S94,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,1,1,1,1,1.0,4.119075233486047,SPARSE_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Only one raw N1 mode (6393); sharp structure near logged r=0.56 versus datcon r=0.5806. N2 has 28/28 interior comparisons within two intervals.,unchecked
nstxuG142301U84,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,67,11,11,22,0.9090909090909091,6.351178966130247,PRIORITY_REVIEW,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,PRIORITY_REVIEW: repeated inner and outer N1 offsets in opposite directions.,checked_post_training
nstxuG142301U85,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,73,21,21,41,0.7317073170731707,3.6142893860712677,REPEATED_DISCREPANCY,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.,unchecked
nstxuG142301V21,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,28,0,0,0,,,NO_USABLE_INTERIOR_CROSSING_COMPARISONS,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,NO_USABLE_INTERIOR_CROSSING_COMPARISONS,checked_post_training
nstxuG142301W29,training,training_list_before_confirmed_exclusions,/p/hym/ebelova/NOVA/data_mixed,2026-09-10T20:33:56.892186+00:00,34,14,14,16,1.0,6.488474568334168,CONFIRMED_N1_EXCLUSION,1,,audits/n1_training_alignment_20260910/training_n1_summary.csv,PRIORITY_REVIEW: all 14 upper-boundary crossings shifted outwards by 5.12-10.96 grid intervals.,training
nstxuG142301Y93,training,training_list_before_confirmed_exclusions,/p/hym/ebelova/NOVA/data_mixed,2026-09-10T20:33:56.892186+00:00,38,11,11,22,0.9545454545454546,5.485785187959708,CONFIRMED_N1_EXCLUSION,1,,audits/n1_training_alignment_20260910/training_n1_summary.csv,PRIORITY_REVIEW: repeated offsets on inner and outer branches; signed average can cancel.,training
nstxu_202806,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,0,0,0,0,,,NO_N1_INPUTS,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,No raw N1 mode files; no alignment conclusion.,empty_no_egn
nstxu_204202,training,training_list_before_confirmed_exclusions,/p/hym/ebelova/NOVA/data_mixed,2026-09-10T20:33:56.892186+00:00,0,0,0,0,,,NO_N1_TRAINING_MODES_OR_RAW_MODES,,,audits/n1_training_alignment_20260910/training_n1_summary.csv,NO_N1_TRAINING_MODES_OR_RAW_MODES,training
