path,before,after,action,manual_reason,input_fingerprint
nstxuE205045A01t022/N7/egn07w.1432E+02,GOOD,GOOD,KEEP_RULE_DECISION,,c23b500c8a634855cc3ead336db11987234d037d07fd568c19259f580af7a5ec
nstxuE205045A01t022/N7/egn07w.1773E+02,GOOD,GOOD,KEEP_RULE_DECISION,,9b3e1d7672da297c1252533b3c7b0763ae5e8e5aa817050c3281bf36ac5b3f2f
nstxuE205045A01t022/N7/egn07w.2662E+02,GOOD,GOOD,KEEP_RULE_DECISION,,8bd689d101a3b0eace28078a37c439c4c59225240da910b93dc098e7c8d3640c
nstxuE205045A01t022/N7/egn07w.2845E+02,GOOD,GOOD,KEEP_RULE_DECISION,,76862c87061215fa8f54e7e7b7859edcb47217d441251654f2331e74285234d3
nstxuE205045A01t022/N8/egn08w.1465E+02,GOOD,GOOD,KEEP_RULE_DECISION,,a9a1bbcbeaf80994cc8688bc771852ae6212d247ae5e4449ef3b7a11afe4986f
nstxuE205045A01t022/N8/egn08w.2462E+02,GOOD,GOOD,KEEP_RULE_DECISION,,225f49d8a47db541cd2bae01145845e139082800ab32461d8c90db8d8bd035e2
nstxuE205045A01t022/N8/egn08w.2732E+02,GOOD,GOOD,KEEP_RULE_DECISION,,adaf4da979b38301f2fbb48bf5835581bfc2b74df72b430a806ea97b5c29e07d
nstxuE205045A01t022/N9/egn09w.1779E+02,GOOD,GOOD,KEEP_RULE_DECISION,,3eba768cb0cb2b544f556ba1973004e23aca8b18b99f7fc6136f07f6efc0b081
nstxuE205045A01t022/N9/egn09w.2606E+02,GOOD,GOOD,KEEP_RULE_DECISION,,8f097901b61887e4c45a04a48d4da2ffc0136fdfa5431cd1bbe5a9d673ea1f54
nstxuE205045A01t022/N10/egn10w.1795E+02,GOOD,GOOD,KEEP_RULE_DECISION,,238962f7fc31e6763d817ed45a9b56107d959c5815c4edd45b08fbbe76ee6a1e
nstxuE205054A01t037/N2/egn02w.2132E+02,BAD,BAD,KEEP_RULE_DECISION,,00a0f71d69aab2b1fe636849c75546049f6577cc431e373bab535df91c38175c
nstxuE205054A01t037/N3/egn03w.1389E+02,BAD,BAD,KEEP_RULE_DECISION,,f9ed7630e2b088cddba34399032246ff987d1cacefd931b0aeb24b2cbdb886eb
nstxuE205054A01t037/N3/egn03w.2785E+02,BAD,BAD,KEEP_RULE_DECISION,,a63d49c189363d81346a9c3919f37ef2bf15e8891cd5d23a8886d1b99322fc16
nstxuE205054A01t037/N7/egn07w.2561E+02,BAD,BAD,KEEP_RULE_DECISION,,7b7d846c61b4811405236738bd10f6ff6a347aad4296d52bf3c491fb4af70027
nstxuE205054A01t037/N8/egn08w.4715E+02,BAD,BAD,KEEP_RULE_DECISION,,bf5165029aad2eb8bfad5cd8b39334f2cc03e0dd620ad05cb581c3a7de4029d1
nstxuE205055A01t022/N4/egn04w.8091E+01,BAD,BAD,KEEP_RULE_DECISION,,01797f0c9da578e85962b7f665b6ad7a703d4961751f72a52f5b66643b2c6507
nstxuE205055A01t022/N6/egn06w.1619E+02,BAD,BAD,KEEP_RULE_DECISION,,3376fb44e07d5714e3fd8d0f949a8319f7ba23dfd7cca948251807013914aa46
nstxuE205055A01t022/N7/egn07w.6879E+01,GOOD,GOOD,KEEP_RULE_DECISION,,c9419b96cd42fdb2a6908710c832be3e022c81cd91c56d1933814d29ad70d855
nstxuE205055A01t022/N10/egn10w.8919E+01,BAD,BAD,KEEP_RULE_DECISION,,df3c1c9c0410974cdf6d1f4ec5a35b293353ef90c69efe74e44c0d987a04fac8
nstxuE205055A01t022/N10/egn10w.1736E+02,BAD,BAD,KEEP_RULE_DECISION,,c7945684b7e7ccb778953feaf77e87b5a2a5e2eb8d46acd2ef2a2bbcba6fa22a
nstxuE205057A01t020/N4/egn04w.6876E+01,GOOD,GOOD,KEEP_RULE_DECISION,,a566acba0f7b831d2680f62120002a66dbedb873067da42e39e25de88d0209b7
nstxuE205057A01t020/N4/egn04w.8295E+01,GOOD,GOOD,KEEP_RULE_DECISION,,e64d216e8a2d1143cc9107bb164b246283dacb64e888bfdbbaf01ac0c9a6370d
nstxuE205057A01t020/N4/egn04w.8440E+01,GOOD,GOOD,KEEP_RULE_DECISION,,9cb0bbbe865443aef3c80f8e3510a765387a0742c5e73cd04309431edef98d42
nstxuE205057A01t020/N4/egn04w.9259E+01,GOOD,GOOD,KEEP_RULE_DECISION,,267d4fa45df2d6da42d31d31ae6c4bfbc185cf4af33ecc4a2976a5a487787ff6
nstxuE205057A01t020/N5/egn05w.8554E+01,GOOD,GOOD,KEEP_RULE_DECISION,,90519a143ad980b9fb6a56ec90fbf49db08f4e2878a13a7498a5be2ff6c3b53c
nstxuE205057A01t020/N6/egn06w.7003E+01,GOOD,GOOD,KEEP_RULE_DECISION,,fe73a0de878caf09f87d84ee706fd1f4c72c6d85eae73b92bb65e15a9bddf82d
nstxuE205057A01t020/N6/egn06w.9006E+01,GOOD,GOOD,KEEP_RULE_DECISION,,422aaf44f41c3f8946b239d4329a06f51ca8aeffa100f66313dabc4f2b9271b9
nstxuE205057A01t020/N6/egn06w.1430E+02,GOOD,GOOD,KEEP_RULE_DECISION,,43e5b64f786f14721f386b1d99deda0e33f0a3035f016f07c0e4f12b0c8f1dcd
nstxuE205057A01t020/N8/egn08w.1767E+02,GOOD,BAD,OVERRIDE,BAD_NEAR_AXIS_GRID_OSCILLATION,a1a76c0d68f2f1d12b87f4efb16340e3b0f1898909da1971d398d7ab8779296f
nstxuE205057A01t020/N9/egn09w.8529E+01,GOOD,GOOD,KEEP_RULE_DECISION,,f8bc20fca116aba5a205efe408a1f3a9c343822ae5061ef04c26e4eca4adf7b4
nstxuE205057A01t020/N9/egn09w.8768E+01,GOOD,GOOD,KEEP_RULE_DECISION,,ca8ea3327092ef1ea8a85f7e905ea6715aaaf23606ff594eb63d03efaaacabef
nstxuE205057A01t020/N9/egn09w.1212E+02,GOOD,GOOD,KEEP_RULE_DECISION,,528a922ce876ddfc9b4bd1df94f44f23f6d01814ef58ac627b3b1f554f50ff4e
nstxuE205057A01t020/N10/egn10w.9789E+01,GOOD,GOOD,KEEP_RULE_DECISION,,d797855629cc9e15ede8d01a5a8fa118ee99fc50411cf91b18e7f4c330484131
nstxuE205057A01t020/N10/egn10w.1265E+02,GOOD,GOOD,KEEP_RULE_DECISION,,4a6fa4b36040a63bb7599e1f5840a9f6310f80ac447f45c3e20fcd9e722d2ae5
nstxuE205057A01t020/N10/egn10w.2032E+02,GOOD,GOOD,KEEP_RULE_DECISION,,be6d4289f2a4c22a2ddc796adbbe4c619436ec99b2ff81a1ac75028ae2bcddec
nstxuG121123K34/N6/egn06w.7044E+02,GOOD,GOOD,KEEP_RULE_DECISION,,8cb78a7cd5721af7c6c8c5604eafa159d0f48d8c803752bb844b2fff76e700c1
nstxuG121123K34/N9/egn09w.6028E+02,BAD,BAD,KEEP_RULE_DECISION,,91a38ed55ac3fe0f8b6e62c53ca21993d3a24afdcab3a476477783b092dc1851
nstxuG121123K70/N2/egn02w.2546E+02,GOOD,GOOD,KEEP_RULE_DECISION,,99e406f1695b68aea4ccb0b370ebb0caf2c10d22ae022b5dec447639338ea9b2
nstxuG121123K70/N2/egn02w.2596E+02,GOOD,GOOD,KEEP_RULE_DECISION,,49a2be1a28ccb60f015209cbca66147a62a03d402ce91713e38dc15265efdef4
nstxuG121123K70/N7/egn07w.2519E+02,GOOD,GOOD,KEEP_RULE_DECISION,,279568f85bcce7e48fb79f2983fcd227404372f4a699f78510a0d2cc2f06baaf
nstxuG121123K70/N7/egn07w.2651E+02,BAD,BAD,KEEP_RULE_DECISION,,6eb804f498e60479605f567427a13e1ec9dd7c700bcf94891f4b467924eb2971
nstxuG121123K70/N10/egn10w.2862E+02,BAD,BAD,KEEP_RULE_DECISION,,af36f7ebb717abbb8ad3eb3fdf28995bdd6c08f35888874943c24bb7220e2c10
nstxuG121123K70/N10/egn10w.3121E+02,BAD,BAD,KEEP_RULE_DECISION,,fccc021bbfbe5f2aedf51fa8dc9bba7b3f5c2e921fd12ae1acdec89e939b05fc
nstxuG121123N80/N3/egn03w.4007E+02,GOOD,GOOD,KEEP_RULE_DECISION,,a01c932edcbd9033fd297ba4a6c6c34682940fc5a4225be9999881e4018aedc1
nstxuG121123N80/N6/egn06w.1723E+02,GOOD,GOOD,KEEP_RULE_DECISION,,bb58494dca77989726a7cb894c375a4bb9b7f7822c6b65bd7ff555608bb56b50
nstxuG121123N80/N7/egn07w.3397E+02,BAD,BAD,KEEP_RULE_DECISION,,b2863f5d9d2cccd1869294803371d21e93e8142f2d918e65e80cc06537661170
nstxuG121123N80/N9/egn09w.4646E+02,BAD,GOOD,OVERRIDE,good mode localized at continuum min,fd222197f4a4d3ad65a850e03b22476667e8be91dd9eb7eac583e9ee7e5ee439
nstxuG142301C50/N10/egn10w.5344E+02,BAD,BAD,KEEP_RULE_DECISION,,d22cbdd3364b288b5370412fc5d097617fefef20f39a1ce5ebaf88fdb524d75e
nstxuG142301H56/N1/egn01w.4501E+02,GOOD,BAD,OVERRIDE,too narrow AND bad_continuum_crossing_tail,22f30b3457b909f7d2c912841ca45fc63b7977970009d95499e766e9f1a51ba0
nstxuG142301H56/N10/egn10w.2416E+02,GOOD,GOOD,KEEP_RULE_DECISION,,1947facc3a384cbb04bc6795bef83c59cc1183976ad9a127757bf8bf9e44e1a4
nstxuG142301L94/N3/egn03w.1927E+02,GOOD,GOOD,KEEP_RULE_DECISION,,9b7e21f1dbdd71138c7d475458f18325584f55bdd83cc80f7dd5e86d08dd37df
nstxuG142301L94/N3/egn03w.2346E+02,BAD,BAD,KEEP_RULE_DECISION,,6d49b5fbc1fec8c0bbfa35387c0d9cd4cdad4bcb4487ae3faf943e174bc81bd2
nstxuG142301L94/N5/egn05w.1941E+02,BAD,BAD,KEEP_RULE_DECISION,,4840c45020cdd4cf1a95eb8a4c75e909a8e407a8494ba1d5b9a63dc690dc1a11
nstxuG142301U84/N2/egn02w.2512E+02,GOOD,GOOD,KEEP_RULE_DECISION,,e3b22bc2de4a88f66738c7386709c2ba9d3be3fcd715264d1b419929a0e3057b
nstxuG142301U84/N2/egn02w.2556E+02,GOOD,GOOD,KEEP_RULE_DECISION,,73d9bb7c6c749b99f64db95f5210d0cf5779f71290ff31c4c3907a53894bd83e
nstxuG142301U84/N4/egn04w.2567E+02,GOOD,GOOD,KEEP_RULE_DECISION,,a3a6ff2b485a999bc0cdf71666e7765dfeeb55cc1d729083e968954c92320dcc
nstxuG142301U84/N4/egn04w.2604E+02,GOOD,GOOD,KEEP_RULE_DECISION,,7af03310986271b8155707099d629f3418a7b7c4c1bbdce15e90416eb72b5db3
nstxuG142301U84/N4/egn04w.2651E+02,GOOD,GOOD,KEEP_RULE_DECISION,,a8dd471b2c9ec5c39fea2e5030805c743be8b0437b660919ae1eb4ee6dd8dc91
nstxuG142301U84/N5/egn05w.2702E+02,GOOD,GOOD,KEEP_RULE_DECISION,,fdb3e2e782e0074aed3c1a2476a9876b91d81a3c93987c380dffc6c42e330513
nstxuG142301U84/N6/egn06w.2579E+02,GOOD,GOOD,KEEP_RULE_DECISION,,bd80235da7734e039ce67eb72d2c827caf253286531c726bf6d00d8cd920e653
nstxuG142301U84/N9/egn09w.2860E+02,BAD,BAD,KEEP_RULE_DECISION,,195ab8ef493e989ffd85e35813c3b251b78c1bc89be3ce3b224cca7b0ad0be35
nstxuG142301U84/N10/egn10w.2541E+02,GOOD,GOOD,KEEP_RULE_DECISION,,dd947bcd63487179af6820ca1dcea9d8bb21971de7cbcb6d288d07d8e4adb95b
nstxuG142301U84/N10/egn10w.2566E+02,GOOD,GOOD,KEEP_RULE_DECISION,,f8442cd8fd09f0c0d9ea0a50ac225f10a9296a26fa7753bfe8d336faa3b83e02
nstxuG142301V21/N2/egn02w.2259E+02,GOOD,GOOD,KEEP_RULE_DECISION,,05574c2ed435b0c943992ad625787cac155e53d07cab7976f3a66ff6f18957bb
nstxuG142301V21/N10/egn10w.1605E+02,BAD,BAD,KEEP_RULE_DECISION,,8dcf6d8cb6363a9a1bebbe00439b30bb11e2895ce37751af20bfdcafb9f2b205
